target_acceleration_g0,specific_magnetic_moment_a_m2_kg,element_mass_g,magnetic_moment_a_m2,force_per_element_n,required_gradient_t_m,recovered_acceleration_m_s2,gradient_mass_independent_at_fixed_specific_moment,fidelity,orientation_assumption,field_seeking_classification,assumptions,warnings
5000.0,10.0,1000.0,10.0,49033.25,4903.325,49033.25,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
5000.0,10.0,50.0,0.5,2451.6625,4903.325,49033.24999999999,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
5000.0,10.0,0.1,0.001,4.903325,4903.325,49033.24999999999,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
5000.0,50.0,1000.0,50.0,49033.25,980.665,49033.25,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
5000.0,50.0,50.0,2.5,2451.6625,980.665,49033.24999999999,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
5000.0,50.0,0.1,0.005,4.903325,980.665,49033.24999999999,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
5000.0,100.0,1000.0,100.0,49033.25,490.3325,49033.25,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
5000.0,100.0,50.0,5.0,2451.6625,490.3325,49033.24999999999,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
5000.0,100.0,0.1,0.01,4.903325,490.3325,49033.24999999999,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
5000.0,200.0,1000.0,200.0,49033.25,245.16625,49033.25,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
5000.0,200.0,50.0,10.0,2451.6625,245.16625,49033.24999999999,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
5000.0,200.0,0.1,0.02,4.903325,245.16625,49033.24999999999,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
5000.0,500.0,1000.0,500.0,49033.25,98.0665,49033.25,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
5000.0,500.0,50.0,25.0,2451.6625,98.0665,49033.24999999999,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
5000.0,500.0,0.1,0.05,4.903325000000001,98.0665,49033.25000000001,True,M1-DIPOLE,adiabatic alignment with local |B| gradient,high-field-seeking,The dipole moment magnitude is constant over the interaction. | Torque aligns the dipole sufficiently rapidly for the scalar force approximation.,Point-dipole approximation requires field variation length scales larger than the rotor. | Static three-dimensional passive stability is not guaranteed for a high-field-seeking dipole.
